Chromosome 5'	Position 5'	Chromosome 3'	Position 3'	Gene 5'	Gene 3'	Cell line
21	36206707	21	45987889	RUNX1	TSPEAR	OCI-M2
3	53916006	15	69080258	ACTR8	ANP32A	OCI-M2
19	41858595	19	41774128	TGFB1	HNRNPUL1	OCI-M1
6	17817251	6	18149402	KIF13A	TPMT	OCI-M1
7	92195328	7	92355107	FAM133B	CDK6	OCI-M1
11	76207513	11	67938718	C11orf30	SUV420H1	OCI-M1
19	19756456	19	19825296	ATP13A1	ZNF14	OCI-AML5
2	61621988	2	62107529	USP34	CCT4	OCI-AML3
22	42229362	22	42177689	SREBF2	MEI1	OCI-AML3
11	118353210	6	168265231	MLL	MLLT4	OCI-AML2
3	152164546	3	12650422	MBNL1	RAF1	OCI-AML2
19	8056528	19	10465285	ELAVL1	TYK2	MOLM-16
4	39458026	4	39478683	RPL9	LIAS	ME-1
7	94881442	7	152346448	PPP1R9A	XRCC2	KG-1
12	27110676	8	38275891	FGFR1OP2	FGFR1	KG-1
22	23632600	9	133729451	BCR	ABL1	HNT-34
9	133589842	22	23634728	ABL1	BCR	HNT-34
20	33622926	19	6190595	TRPC4AP	ACSBG2	HEL
19	10505697	19	14153265	CDC37	IL27RA	HEL
11	64084921	11	64088337	TRMT112	PRDX5	FU97
17	39684080	17	19445706	KRT19	SLC47A1	FU97
2	70076874	2	70031665	GMCL1	ANXA4	FU97
12	110771948	12	110655849	ATP2A2	IFT81	FU97
13	52234799	13	51935414	WDFY2	SERPINE3	RERF-GC-1B
10	114224416	10	60123369	VTI1A	UBE2D1	RERF-GC-1B
15	70957001	1	27094281	UACA	ARID1A	RERF-GC-1B
19	11107056	5	159831563	SMARCA4	SLU7	RERF-GC-1B
9	37819398	9	95142045	DCAF10	CENPP	RERF-GC-1B
17	25621461	17	42188171	WSB1	HDAC5	NUGC-4
17	73781065	17	71223403	UNK	FAM104A	NUGC-4
7	117243836	7	116339125	CFTR	MET	NUGC-4
9	130285958	17	81050912	FAM129B	METRNL	NUGC-3
20	34389527	20	34320057	PHF20	RBM39	NUGC-2
7	139092096	7	138936702	LUC7L2	UBN2	NUGC-2
19	18423414	19	18583692	LSM4	ELL	NUGC-2
17	1958532	17	1945899	HIC1	OVCA2	NUGC-2
3	57994583	3	57875768	FLNB	SLMAP	NUGC-2
2	203332412	2	203760942	BMPR2	WDR12	NUGC-2
1	150437203	12	64174799	RPRD2	TMEM5	MKN-74
11	73915490	11	74085627	PPME1	PGM2L1	MKN-74
8	48921030	5	40769605	UBE2V2	PRKAA1	MKN-1
9	131118075	9	130413882	SLC27A4	STXBP1	MKN-1
7	123197458	7	127361341	NDUFA5	SND1	MKN-1
10	120867676	10	121182678	FAM45A	GRK5	MKN-1
9	136726496	11	93088537	VAV2	CCDC67	GTL-16
11	57480279	11	57311097	TMX2	SMTNL1	GTL-16
22	47193517	22	47058937	TBC1D22A	GRAMD4	GTL-16
6	46969238	6	47252168	GPR110	TNFRSF21	GTL-16
7	116538889	7	116403104	CAPZA2	MET	GTL-16
1	27059283	1	26897940	ARID1A	RPS6KA1	GTL-16
1	62907970	8	38869177	USP1	ADAM9	23132/87
2	232576693	12	6879323	PTMA	PTMS	23132/87
1	101383683	3	126214951	SLC30A7	UROC1	Hs 746T
12	120703420	12	120763823	PXN	PLA2G1B	Hs 746T
6	149782967	6	149208122	ZC3H12D	UST	SNU-16
8	101960824	8	99118554	YWHAZ	HRSP12	SNU-16
2	232573461	22	22037471	PTMA	PPIL2	SNU-16
5	6739965	5	1814453	PAPD7	NDUFS6	SNU-16
10	123298106	11	35198122	FGFR2	CD44	SNU-16
10	123298106	10	123503373	FGFR2	ATE1	SNU-16
16	81733406	16	80577173	CMIP	DYNLRB2	SNU-16
1	17991090	4	59323	ARHGEF10L	ZNF595	SNU-5
10	104309863	10	104103808	SUFU	GBF1	NCI-N87
17	37872192	19	41116438	ERBB2	LTBP4	NCI-N87
16	2809662	17	1564700	SRRM2	PRPF8	AGS
17	1082961	17	1268352	ABR	YWHAE	SK-MEL-30
17	35771477	17	35736075	TADA2A	C17orf78	SK-MEL-1
17	57970686	17	57886157	RPS6KB1	VMP1	SK-MEL-1
14	66200099	14	73763993	FUT8	NUMB	SK-MEL-1
19	17379900	19	17339065	BABAM1	OCEL1	SK-MEL-1
11	10215449	16	24567629	SBF2	RBBP6	MEL-HO
16	133255	10	111987947	MPG	MXI1	IPC298
2	242375953	2	242524140	FARP2	THAP4	IPC298
2	232079714	2	232010954	ARMC9	PSMD1	IPC298
11	86947726	11	86125831	TMEM135	CCDC81	HS852T
4	501382	11	74424524	PIGG	CHRDL2	HS852T
7	23145765	11	68830352	KLHL7	TPCN2	HS852T
11	69518029	7	23163396	FGF19	KLHL7	HS852T
2	232079714	2	232010954	ARMC9	PSMD1	COLO849
2	8918769	7	127343219	KIDINS220	SND1	COLO679
17	18769265	17	18668055	PRPSAP2	FBXW10	a2780
16	1779579	16	1735440	MAPK8IP3	HN1L	a2780
12	120607973	19	54875937	GCN1L1	LAIR1	a2780
