fusionTranscriptID	fusionGenePair	breakpointID	5pStrand	3pStrand	junctionReads	spanningReads	TCGACancerCode	TCGASampleID
C16orf72::ACSM2A__16:9093001-16:20460107	C16orf72::ACSM2A	16:9093001-16:20460107	+	+	4	18	BRCA	TCGA-C8-A278-01A-11R-A169-07
FBXL20::WIPF2__17:39401361-17:40278185	FBXL20::WIPF2	17:39401361-17:40278185	-	+	5	4	BRCA	TCGA-C8-A278-01A-11R-A169-07
PATJ::ERI3__1:61990364-1:44313228	PATJ::ERI3	1:61990364-1:44313228	+	-	2	6	BRCA	TCGA-C8-A278-01A-11R-A169-07
DHX40::ACSM2B__17:59588053-16:20540773	DHX40::ACSM2B	17:59588053-16:20540773	+	-	1	4	BRCA	TCGA-C8-A278-01A-11R-A169-07
SKIV2L2::CETN3__5:55366875-5:90394107	SKIV2L2::CETN3	5:55366875-5:90394107	+	-	19	101	BRCA	TCGA-C8-A27A-01A-11R-A169-07
ASAP1::CLVS1__8:130358017-8:61454141	ASAP1::CLVS1	8:130358017-8:61454141	-	+	12	64	BRCA	TCGA-C8-A27A-01A-11R-A169-07
NSMAF::LETM2__8:58597387-8:38400272	NSMAF::LETM2	8:58597387-8:38400272	-	+	5	26	BRCA	TCGA-C8-A27A-01A-11R-A169-07
CHD7::TACC1__8:60781430-8:38742351	CHD7::TACC1	8:60781430-8:38742351	+	+	5	12	BRCA	TCGA-C8-A27A-01A-11R-A169-07
CASC11::PVT1__8:127703050-8:127855155	CASC11::PVT1	8:127703050-8:127855155	-	+	3	17	BRCA	TCGA-C8-A27A-01A-11R-A169-07
CDK5RAP3::RNF43__17:47974448-17:58371033	CDK5RAP3::RNF43	17:47974448-17:58371033	+	-	2	21	BRCA	TCGA-C8-A27A-01A-11R-A169-07
C15orf41::LYSMD4__15:36709961-15:99732007	C15orf41::LYSMD4	15:36709961-15:99732007	+	-	1	17	BRCA	TCGA-C8-A27A-01A-11R-A169-07
RNF43::NFE2L1__17:58362544-17:48051117	RNF43::NFE2L1	17:58362544-17:48051117	-	+	3	9	BRCA	TCGA-C8-A27A-01A-11R-A169-07
MOV10L1::NAV2__22:50117351-11:19984125	MOV10L1::NAV2	22:50117351-11:19984125	+	+	3	4	BRCA	TCGA-C8-A27A-01A-11R-A169-07
VPS13B::NECAB1__8:99442635-8:90917492	VPS13B::NECAB1	8:99442635-8:90917492	+	+	1	8	BRCA	TCGA-C8-A27A-01A-11R-A169-07
NSD3::UNC5D__8:38381799-8:35549292	NSD3::UNC5D	8:38381799-8:35549292	-	+	1	5	BRCA	TCGA-C8-A27A-01A-11R-A169-07
VPS13B::POLR2K__8:99103120-8:100151824	VPS13B::POLR2K	8:99103120-8:100151824	+	+	1	4	BRCA	TCGA-C8-A27A-01A-11R-A169-07
NEMF::SOS2__14:49833423-14:50120384	NEMF::SOS2	14:49833423-14:50120384	-	-	4	43	BRCA	TCGA-C8-A27B-01A-11R-A169-07
GOLM1::ZCCHC6__9:86077412-9:86305239	GOLM1::ZCCHC6	9:86077412-9:86305239	-	-	2	18	BRCA	TCGA-C8-A27B-01A-11R-A169-07
SHANK2::PATL1__11:71147120-11:59666964	SHANK2::PATL1	11:71147120-11:59666964	-	-	4	7	BRCA	TCGA-C8-A27B-01A-11R-A169-07
NAA20::ATP8B4__20:20032653-15:49981294	NAA20::ATP8B4	20:20032653-15:49981294	+	-	4	6	BRCA	TCGA-C8-A27B-01A-11R-A169-07
SOX5::DTD2__12:23734684-14:31453344	SOX5::DTD2	12:23734684-14:31453344	-	-	1	6	BRCA	TCGA-C8-A27B-01A-11R-A169-07
OBSCN::SPAG17__1:228277313-1:118151369	OBSCN::SPAG17	1:228277313-1:118151369	+	-	1	3	BRCA	TCGA-C8-A27B-01A-11R-A169-07
CTNNA1::SRSF4__5:138812302-1:29168638	CTNNA1::SRSF4	5:138812302-1:29168638	+	-	1	4	BRCA	TCGA-C8-A3M7-01A-12R-A21T-07
THEM4::DCST2__1:151909360-1:155026715	THEM4::DCST2	1:151909360-1:155026715	-	-	11	35	BRCA	TCGA-C8-A3M8-01A-11R-A213-07
VPS13B::GMDS__8:99832652-6:1742586	VPS13B::GMDS	8:99832652-6:1742586	+	-	10	15	BRCA	TCGA-C8-A3M8-01A-11R-A213-07
STAG3L3::FAM196B__7:72998676-5:169884816	STAG3L3::FAM196B	7:72998676-5:169884816	-	-	4	15	BRCA	TCGA-C8-A3M8-01A-11R-A213-07
PTOV1::NPAS1__19:49860336-19:47021006	PTOV1::NPAS1	19:49860336-19:47021006	+	+	1	6	BRCA	TCGA-C8-A3M8-01A-11R-A213-07
ADAM10::PLAC9__15:58749480-10:80142082	ADAM10::PLAC9	15:58749480-10:80142082	-	+	20	123	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
ANKRD12::C10orf11__18:9136965-10:76058666	ANKRD12::C10orf11	18:9136965-10:76058666	+	+	14	57	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
MED29::MYO1D__19:39393637-17:32749006	MED29::MYO1D	19:39393637-17:32749006	+	-	7	16	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
PRPF6::SDC4__20:63995092-20:45335920	PRPF6::SDC4	20:63995092-20:45335920	+	-	3	13	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
RARA::LGALS16__17:40309286-19:39657828	RARA::LGALS16	17:40309286-19:39657828	+	+	1	17	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
SLX4::ADAM32__16:3600979-8:39257187	SLX4::ADAM32	16:3600979-8:39257187	-	+	1	15	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
ERBB2::SDF4__17:39700311-1:1223968	ERBB2::SDF4	17:39700311-1:1223968	+	-	2	9	BRCA	TCGA-C8-A8HP-01A-11R-A36F-07
GPBP1L1::TRAPPC9__1:45686412-8:140397745	GPBP1L1::TRAPPC9	1:45686412-8:140397745	-	-	2	23	BRCA	TCGA-C8-A8HQ-01A-11R-A36F-07
RTN3::NDUFS8__11:63681778-11:68032152	RTN3::NDUFS8	11:63681778-11:68032152	+	+	3	8	BRCA	TCGA-C8-A8HQ-01A-11R-A36F-07
TRAPPC9::SSBP3__8:139885879-1:54241509	TRAPPC9::SSBP3	8:139885879-1:54241509	-	-	2	2	BRCA	TCGA-C8-A8HQ-01A-11R-A36F-07
C11orf80::PPP6R3__11:66759096-11:68519501	C11orf80::PPP6R3	11:66759096-11:68519501	+	+	1	4	BRCA	TCGA-C8-A8HQ-01A-11R-A36F-07
RUNX1::DTD1__21:34880557-20:18744100	RUNX1::DTD1	21:34880557-20:18744100	-	+	10	37	BRCA	TCGA-C8-A8HR-01A-11R-A36F-07
EPN1::IGHJ4__19:55695871-14:105864257	EPN1::IGHJ4	19:55695871-14:105864257	+	-	8	0	BRCA	TCGA-C8-A8HR-01A-11R-A36F-07
FBXW2::LTBP2__9:120776093-14:74525225	FBXW2::LTBP2	9:120776093-14:74525225	-	-	1	5	BRCA	TCGA-C8-A8HR-01A-11R-A36F-07
PRRC2A::NCR3__6:31636608-6:31589899	PRRC2A::NCR3	6:31636608-6:31589899	+	-	19	218	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
CTF1::BCL7C__16:30899533-16:30888945	CTF1::BCL7C	16:30899533-16:30888945	+	-	10	21	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
FAM57B::GSG1L__16:30029432-16:27963203	FAM57B::GSG1L	16:30029432-16:27963203	-	-	12	13	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
CLEC16A::LITAF__16:11126146-16:11556735	CLEC16A::LITAF	16:11126146-16:11556735	+	-	5	35	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
GTF3C1::MIR762HG__16:27537784-16:30894548	GTF3C1::MIR762HG	16:27537784-16:30894548	-	+	1	21	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
CAPRIN2::AMN1__12:30716508-12:31719356	CAPRIN2::AMN1	12:30716508-12:31719356	-	-	1	14	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
KIAA2026::CYP20A1__9:5910615-2:203280059	KIAA2026::CYP20A1	9:5910615-2:203280059	-	+	2	3	BRCA	TCGA-D8-A13Y-01A-11R-A115-07
PDE10A::POLB__6:165661947-8:42371563	PDE10A::POLB	6:165661947-8:42371563	-	+	54	174	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
BTN2A1::HIST1H2AC__6:26466088-6:26138054	BTN2A1::HIST1H2AC	6:26466088-6:26138054	+	+	27	137	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
PRLR::PLCXD3__5:35230268-5:41382534	PRLR::PLCXD3	5:35230268-5:41382534	-	-	12	56	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
FGFR2::CCDC6__10:121483698-10:59852702	FGFR2::CCDC6	10:121483698-10:59852702	-	-	9	36	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
PTPRA::ANAPC10__20:3038129-4:144995603	PTPRA::ANAPC10	20:3038129-4:144995603	+	-	9	19	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
ARFIP1::FGB__4:152829726-4:154565808	ARFIP1::FGB	4:152829726-4:154565808	+	+	6	20	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
PCDHA11::ANKHD1__5:140871494-5:140513363	PCDHA11::ANKHD1	5:140871494-5:140513363	+	+	4	12	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
MTHFD1L::THEMIS__6:151034600-6:127719823	MTHFD1L::THEMIS	6:151034600-6:127719823	+	-	4	9	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
TMEM206::RCOR3__1:212410425-1:211313424	TMEM206::RCOR3	1:212410425-1:211313424	-	+	3	11	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
RICTOR::RANBP3L__5:39074111-5:36271311	RICTOR::RANBP3L	5:39074111-5:36271311	-	-	1	12	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
SRP9::PCNX1__1:225783368-14:71057509	SRP9::PCNX1	1:225783368-14:71057509	+	+	1	3	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
ZNF544::ERVK3-1__19:58230462-19:58314748	ZNF544::ERVK3-1	19:58230462-19:58314748	+	+	1000	1000	BRCA	TCGA-D8-A13Z-01A-11R-A115-07
ASPSCR1::COL5A3__17:81981300-19:10004145	ASPSCR1::COL5A3	17:81981300-19:10004145	+	-	7	18	BRCA	TCGA-D8-A140-01A-11R-A115-07
FBXL19::IGHJ6__16:30948456-14:105863240	FBXL19::IGHJ6	16:30948456-14:105863240	+	-	9	0	BRCA	TCGA-D8-A140-01A-11R-A115-07
PCTP::MEI4__17:55773895-6:77690658	PCTP::MEI4	17:55773895-6:77690658	+	+	3	15	BRCA	TCGA-D8-A140-01A-11R-A115-07
NCSTN::CCT3__1:160354290-1:156321025	NCSTN::CCT3	1:160354290-1:156321025	+	-	5	5	BRCA	TCGA-D8-A140-01A-11R-A115-07
OLFM2::CEP112__19:9936304-17:65689218	OLFM2::CEP112	19:9936304-17:65689218	-	-	3	12	BRCA	TCGA-D8-A140-01A-11R-A115-07
PRKAR1A::BCAS3__17:68515576-17:61368327	PRKAR1A::BCAS3	17:68515576-17:61368327	+	+	2	13	BRCA	TCGA-D8-A140-01A-11R-A115-07
TRIM44::CD44__11:35735445-11:35176575	TRIM44::CD44	11:35735445-11:35176575	+	+	2	13	BRCA	TCGA-D8-A140-01A-11R-A115-07
SPAG9::ARL17B__17:51041501-17:46275418	SPAG9::ARL17B	17:51041501-17:46275418	-	-	2	12	BRCA	TCGA-D8-A140-01A-11R-A115-07
DEPDC5::SFI1__22:31819225-22:31528690	DEPDC5::SFI1	22:31819225-22:31528690	+	+	1	10	BRCA	TCGA-D8-A140-01A-11R-A115-07
DEPDC5::DRG1__22:31819225-22:31528690	DEPDC5::DRG1	22:31819225-22:31528690	+	+	1	9	BRCA	TCGA-D8-A140-01A-11R-A115-07
AXIN1::ITCH__16:346148-20:34369394	AXIN1::ITCH	16:346148-20:34369394	-	+	2	4	BRCA	TCGA-D8-A140-01A-11R-A115-07
DUSP7::PBRM1__3:52053940-3:52554879	DUSP7::PBRM1	3:52053940-3:52554879	-	-	1	8	BRCA	TCGA-D8-A140-01A-11R-A115-07
FCHO2::TNPO1__5:73041315-5:72882467	FCHO2::TNPO1	5:73041315-5:72882467	+	+	1	8	BRCA	TCGA-D8-A140-01A-11R-A115-07
GLTSCR1L::HIST1H2AC__6:42853738-6:26138054	GLTSCR1L::HIST1H2AC	6:42853738-6:26138054	+	+	1	4	BRCA	TCGA-D8-A140-01A-11R-A115-07
ZNF738::MAU2__19:21361858-19:19338845	ZNF738::MAU2	19:21361858-19:19338845	+	+	1	3	BRCA	TCGA-D8-A140-01A-11R-A115-07
USP8::SLC27A2__15:50439177-15:50197500	USP8::SLC27A2	15:50439177-15:50197500	+	+	1	2	BRCA	TCGA-D8-A140-01A-11R-A115-07
NSMCE4A::ATE1__10:121965286-10:121743858	NSMCE4A::ATE1	10:121965286-10:121743858	-	-	478	1707	BRCA	TCGA-D8-A142-01A-11R-A115-07
EIF2AK2::RMDN2__2:37135484-2:37989541	EIF2AK2::RMDN2	2:37135484-2:37989541	-	+	8	41	BRCA	TCGA-D8-A142-01A-11R-A115-07
RRP36::ADGRF1__6:43027477-6:47014844	RRP36::ADGRF1	6:43027477-6:47014844	+	-	1	15	BRCA	TCGA-D8-A142-01A-11R-A115-07
AKR1E2::WAC__10:4842504-10:28583399	AKR1E2::WAC	10:4842504-10:28583399	+	+	2	6	BRCA	TCGA-D8-A142-01A-11R-A115-07
MTPAP::CUBN__10:30322391-10:16825082	MTPAP::CUBN	10:30322391-10:16825082	-	-	2	6	BRCA	TCGA-D8-A142-01A-11R-A115-07
RPS19::C21orf91-OT1__19:41861212-21:17763861	RPS19::C21orf91-OT1	19:41861212-21:17763861	+	-	16	85	BRCA	TCGA-D8-A147-01A-11R-A115-07
EHBP1::BCL11A__2:62874532-2:60452666	EHBP1::BCL11A	2:62874532-2:60452666	+	-	22	47	BRCA	TCGA-D8-A147-01A-11R-A115-07
HMBS::EHBP1__11:119092811-2:62826087	HMBS::EHBP1	11:119092811-2:62826087	+	+	9	45	BRCA	TCGA-D8-A147-01A-11R-A115-07
VASP::CYP2S1__19:45507776-19:41205958	VASP::CYP2S1	19:45507776-19:41205958	+	+	9	34	BRCA	TCGA-D8-A147-01A-11R-A115-07
FADS2::EIF3F__11:61816426-11:7992887	FADS2::EIF3F	11:61816426-11:7992887	+	+	6	23	BRCA	TCGA-D8-A147-01A-11R-A115-07
TBC1D20::C20orf96__20:462336-20:284081	TBC1D20::C20orf96	20:462336-20:284081	-	-	5	20	BRCA	TCGA-D8-A147-01A-11R-A115-07
ZNF292::B3GAT2__6:87155759-6:70894272	ZNF292::B3GAT2	6:87155759-6:70894272	+	-	5	19	BRCA	TCGA-D8-A147-01A-11R-A115-07
SOBP::ABCA9__6:107533610-17:69012083	SOBP::ABCA9	6:107533610-17:69012083	+	-	2	10	BRCA	TCGA-D8-A147-01A-11R-A115-07
GPAT3::MRPS18C__4:83544602-4:83456909	GPAT3::MRPS18C	4:83544602-4:83456909	+	+	1	7	BRCA	TCGA-D8-A147-01A-11R-A115-07
GUK1::TMEM216__1:228146938-11:61393231	GUK1::TMEM216	1:228146938-11:61393231	+	+	2	3	BRCA	TCGA-D8-A147-01A-11R-A115-07
GRAMD1C::CCDC80__3:113838936-3:112643457	GRAMD1C::CCDC80	3:113838936-3:112643457	+	-	2	2	BRCA	TCGA-D8-A147-01A-11R-A115-07
DUSP16::GPRC5D__12:12500519-12:12940849	DUSP16::GPRC5D	12:12500519-12:12940849	-	-	1	3	BRCA	TCGA-D8-A147-01A-11R-A115-07
DLGAP1::RAB31__18:3814059-18:9792154	DLGAP1::RAB31	18:3814059-18:9792154	-	+	1	2	BRCA	TCGA-D8-A147-01A-11R-A115-07
CDC37::TYK2__19:10403378-19:10354234	CDC37::TYK2	19:10403378-19:10354234	-	-	1000	1000	BRCA	TCGA-D8-A147-01A-11R-A115-07
POGK::SPAG17__1:166841088-1:118151369	POGK::SPAG17	1:166841088-1:118151369	+	-	1	2	BRCA	TCGA-D8-A1J8-01A-11R-A13Q-07
SEC61B::SIT1__9:99222643-9:35650947	SEC61B::SIT1	9:99222643-9:35650947	+	-	32	189	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
TADA2A::MYO1D__17:37442652-17:32494915	TADA2A::MYO1D	17:37442652-17:32494915	+	-	4	30	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
MYO19::CNP__17:36532527-17:41976593	MYO19::CNP	17:36532527-17:41976593	-	+	6	10	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
ABL1::ADAMTSL2__9:130714455-9:133536563	ABL1::ADAMTSL2	9:130714455-9:133536563	+	+	2	24	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
C9orf3::UBAP2__9:94792918-9:33960878	C9orf3::UBAP2	9:94792918-9:33960878	+	-	2	5	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
TNC::GABBR2__9:115057153-9:98578072	TNC::GABBR2	9:115057153-9:98578072	-	-	2	4	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
ABL1::NUP214__9:130873037-9:131139281	ABL1::NUP214	9:130873037-9:131139281	+	+	1	4	BRCA	TCGA-D8-A1J9-01A-11R-A13Q-07
INPP4B::ELF2__4:142462663-4:139028349	INPP4B::ELF2	4:142462663-4:139028349	-	-	13	32	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
PLIN2::CA10__9:19123565-17:51747818	PLIN2::CA10	9:19123565-17:51747818	-	-	10	38	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
LLGL2::CA10__17:75525825-17:51931132	LLGL2::CA10	17:75525825-17:51931132	+	-	10	34	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
OSBPL9::CYP4Z1__1:51750195-1:47067575	OSBPL9::CYP4Z1	1:51750195-1:47067575	+	+	5	15	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
ANXA3::BMP2K__4:78554488-4:78910610	ANXA3::BMP2K	4:78554488-4:78910610	+	+	1	29	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
FRAS1::CCSER1__4:78066016-4:91598572	FRAS1::CCSER1	4:78066016-4:91598572	+	+	5	5	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
KAT7::SPOP__17:49798558-17:49622876	KAT7::SPOP	17:49798558-17:49622876	+	-	2	17	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
HOXB6::SKAP1__17:48603715-17:48137337	HOXB6::SKAP1	17:48603715-17:48137337	-	-	2	10	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
HOXB3::SKAP1__17:48604480-17:48137337	HOXB3::SKAP1	17:48604480-17:48137337	-	-	2	9	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
FAM83G::TTC19__17:18988247-17:16025017	FAM83G::TTC19	17:18988247-17:16025017	-	+	1	3	BRCA	TCGA-D8-A1JA-01A-11R-A13Q-07
ZDHHC24::C2CD3__11:66543704-11:74057544	ZDHHC24::C2CD3	11:66543704-11:74057544	-	-	7	46	BRCA	TCGA-D8-A1JC-01A-11R-A13Q-07
ADK::KAT6B__10:74314745-10:74959970	ADK::KAT6B	10:74314745-10:74959970	+	+	7	41	BRCA	TCGA-D8-A1JC-01A-11R-A13Q-07
ABL1::NUP214__9:130714455-9:131132596	ABL1::NUP214	9:130714455-9:131132596	+	+	10	12	BRCA	TCGA-D8-A1JC-01A-11R-A13Q-07
ERLIN2::FGFR1__8:37749852-8:38457534	ERLIN2::FGFR1	8:37749852-8:38457534	+	-	3	16	BRCA	TCGA-D8-A1JC-01A-11R-A13Q-07
NCOR1::FBXO3__17:16057514-11:33770830	NCOR1::FBXO3	17:16057514-11:33770830	-	-	36	81	BRCA	TCGA-D8-A1JD-01A-11R-A13Q-07
NFKBIB::LGALS7B__19:38900211-19:38790689	NFKBIB::LGALS7B	19:38900211-19:38790689	+	+	7	16	BRCA	TCGA-D8-A1JF-01A-11R-A13Q-07
ARHGEF11::ETV3__1:157044299-1:157125979	ARHGEF11::ETV3	1:157044299-1:157125979	-	-	1	10	BRCA	TCGA-D8-A1JF-01A-11R-A13Q-07
TANC2::EFCAB3__17:63009626-17:62344032	TANC2::EFCAB3	17:63009626-17:62344032	+	+	8	11	BRCA	TCGA-D8-A1JG-01B-11R-A13Q-07
KCNQ1::TSPAN32__11:2528018-11:2302844	KCNQ1::TSPAN32	11:2528018-11:2302844	+	+	1	26	BRCA	TCGA-D8-A1JG-01B-11R-A13Q-07
RAP1GDS1::CDK12__4:98293515-17:39564760	RAP1GDS1::CDK12	4:98293515-17:39564760	+	+	1	5	BRCA	TCGA-D8-A1JG-01B-11R-A13Q-07
GALNT7::SAP30__4:173168961-4:173373390	GALNT7::SAP30	4:173168961-4:173373390	+	+	1000	1000	BRCA	TCGA-D8-A1JG-01B-11R-A13Q-07
NRP1::VSTM4__10:33330708-10:49019775	NRP1::VSTM4	10:33330708-10:49019775	-	-	3	38	BRCA	TCGA-D8-A1JH-01A-11R-A13Q-07
SPTAN1::CADPS2__9:128552696-7:122737068	SPTAN1::CADPS2	9:128552696-7:122737068	+	-	37	76	BRCA	TCGA-D8-A1JI-01A-11R-A13Q-07
DENND1A::CADPS2__9:123652013-7:122737068	DENND1A::CADPS2	9:123652013-7:122737068	-	-	11	32	BRCA	TCGA-D8-A1JI-01A-11R-A13Q-07
PTGES2::DENND1A__9:128127439-9:123583270	PTGES2::DENND1A	9:128127439-9:123583270	-	-	12	25	BRCA	TCGA-D8-A1JI-01A-11R-A13Q-07
KIAA0368::PACS1__9:111420017-11:66232960	KIAA0368::PACS1	9:111420017-11:66232960	-	+	6	13	BRCA	TCGA-D8-A1JI-01A-11R-A13Q-07
ADK::SPTAN1__10:74224591-9:128566738	ADK::SPTAN1	10:74224591-9:128566738	+	+	1	6	BRCA	TCGA-D8-A1JI-01A-11R-A13Q-07
PBX3::PPFIA1__9:125748623-11:70372215	PBX3::PPFIA1	9:125748623-11:70372215	+	+	1	4	BRCA	TCGA-D8-A1JI-01A-11R-A13Q-07
TANC2::ACE__17:63379826-17:63486557	TANC2::ACE	17:63379826-17:63486557	+	+	32	105	BRCA	TCGA-D8-A1JJ-01A-31R-A14M-07
GRHL2::LRRC63__8:101619697-13:46228665	GRHL2::LRRC63	8:101619697-13:46228665	+	+	2	14	BRCA	TCGA-D8-A1JJ-01A-31R-A14M-07
GRHL2::TPD52__8:101552782-8:80042668	GRHL2::TPD52	8:101552782-8:80042668	+	-	3	9	BRCA	TCGA-D8-A1JJ-01A-31R-A14M-07
RNF146::C6orf58__6:127267095-6:127590087	RNF146::C6orf58	6:127267095-6:127590087	+	+	1	2	BRCA	TCGA-D8-A1JJ-01A-31R-A14M-07
UBAC2::CLYBL__13:99238554-13:99891318	UBAC2::CLYBL	13:99238554-13:99891318	+	+	71	305	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
ZNF292::CGA__6:87155759-6:87088207	ZNF292::CGA	6:87155759-6:87088207	+	-	59	158	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
CACUL1::EIF3A__10:118729295-10:119059397	CACUL1::EIF3A	10:118729295-10:119059397	-	-	27	49	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
HERC1::DAPK2__15:63833827-15:63912197	HERC1::DAPK2	15:63833827-15:63912197	-	-	8	13	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
KLC1::MARK3__14:103670283-14:103448919	KLC1::MARK3	14:103670283-14:103448919	+	+	6	16	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
ADAM9::CLYBL__8:38997160-13:99772824	ADAM9::CLYBL	8:38997160-13:99772824	+	+	4	19	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
TANC2::EFCAB3__17:63200957-17:62373814	TANC2::EFCAB3	17:63200957-17:62373814	+	+	5	15	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
UBE2Q2::ODF3L1__15:75843846-15:75725108	UBE2Q2::ODF3L1	15:75843846-15:75725108	+	+	1	23	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
TM2D2::MSI2__8:38995318-17:57401379	TM2D2::MSI2	8:38995318-17:57401379	-	+	4	9	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
CAMK1D::PROSER2__10:12349910-10:11851997	CAMK1D::PROSER2	10:12349910-10:11851997	+	+	1	8	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
UHRF1BP1L::DEPDC4__12:100142592-12:100256226	UHRF1BP1L::DEPDC4	12:100142592-12:100256226	-	-	1	4	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
ZNF282::CUL1__7:149213814-7:148766561	ZNF282::CUL1	7:149213814-7:148766561	+	+	1	2	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
CACUL1::EIF6__10:118729295-10:119059397	CACUL1::EIF6	10:118729295-10:119059397	-	-	1000	1000	BRCA	TCGA-D8-A1JK-01A-11R-A13Q-07
NPM1::RAB4A__5:171388006-1:229286486	NPM1::RAB4A	5:171388006-1:229286486	+	+	28	430	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
CHD7::CCDC58__8:60830577-3:122363027	CHD7::CCDC58	8:60830577-3:122363027	+	-	46	280	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
HSPA9::ARL15__5:138567455-5:53886713	HSPA9::ARL15	5:138567455-5:53886713	-	-	13	96	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
DNM2::P2RY11__19:10802358-19:10113633	DNM2::P2RY11	19:10802358-19:10113633	+	+	10	63	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
CEP70::STAG1__3:138570318-3:136568861	CEP70::STAG1	3:138570318-3:136568861	-	-	6	29	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
CYB5RL::TTC39A__1:54190738-1:51290625	CYB5RL::TTC39A	1:54190738-1:51290625	-	-	3	37	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
DIP2C::YY1__10:689494-14:100262304	DIP2C::YY1	10:689494-14:100262304	-	+	9	9	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
PSMD11::PITPNC1__17:32454619-17:67669508	PSMD11::PITPNC1	17:32454619-17:67669508	+	+	5	15	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
KIAA0753::PHF23__17:6640637-17:7237660	KIAA0753::PHF23	17:6640637-17:7237660	-	-	5	7	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
GRHL2::NRBP2__8:101649499-8:143840229	GRHL2::NRBP2	8:101649499-8:143840229	+	-	3	5	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
RHOBTB3::ARSK__5:95783963-5:95582916	RHOBTB3::ARSK	5:95783963-5:95582916	+	+	1	11	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
MND1::TRIM2__4:153344740-4:153328530	MND1::TRIM2	4:153344740-4:153328530	+	+	2	1	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
BTBD1::HOMER2__15:83066751-15:82892841	BTBD1::HOMER2	15:83066751-15:82892841	-	-	1	4	BRCA	TCGA-D8-A1JL-01A-11R-A13Q-07
TMEM265::MVP__16:30741908-16:29840178	TMEM265::MVP	16:30741908-16:29840178	+	+	85	1014	BRCA	TCGA-D8-A1JM-01A-11R-A13Q-07
RBPMS::RILPL1__8:30385158-12:123485805	RBPMS::RILPL1	8:30385158-12:123485805	+	-	10	55	BRCA	TCGA-D8-A1JM-01A-11R-A13Q-07
