fusionGenePair	tumorAnnotations
ELK3::AMDHD1	Adenocarcinoma
ELK3::CDK17	Mesenchymal tumor, NOS
ELK3::DDIT4L	Adenocarcinoma
ELK3::ETV6	Acute myeloid leukemia, NOS | Skin
ELK3::KRT78	Mesenchymal tumor, NOS
ELK3::LIN7A	Mesenchymal tumor, NOS
ELK3::PTPRR	Mesenchymal tumor, NOS
ELK3::SBNO1	Mesenchymal tumor, NOS
ELK3::TSPAN8	Mesenchymal tumor, NOS
ELK4::ERG	Adenocarcinoma
ELK4::SLC26A9	Adenocarcinoma
ELK4::VCL	Adenocarcinoma
ELK4::ZNF350	Adenocarcinoma
ELL2::CAST	Adenocarcinoma
ELL2::SKIC3	Adenocarcinoma
ELL::ARL4D	Malignant epithelial tumor, special type
ELL::CISD3	Adenocarcinoma
ELL::CLIP2	Adenocarcinoma
ELL::CRLF1	Squamous cell carcinoma
ELL::FKBP8	Benign epithelial tumor, special type
ELL::GRIN2B	Adenocarcinoma
ELL::INSR	Adenocarcinoma
ELL::KMT2A	Acute myelomonocytic leukemia (FAB type M4) | Acute myeloblastic leukemia with maturation (FAB type M2)
ELL::LDLRAD1	Squamous cell carcinoma
ELL::LRRC25	Adenocarcinoma
ELL::MKNK2	Adenocarcinoma
ELL::MVB12A	Adenocarcinoma
ELL::PBX4	Adenocarcinoma
ELL::RABGGTA	Miscellaneous hematopoietic/lymphoid neoplasm, special type | Benign epithelial tumor, special type
ELL::SMIM7	Adenocarcinoma
ELMO1::BANK1	Refractory anemia with excess blasts-1
ELMO1::HDAC9	Adenocarcinoma
ELMO1::NKX2-1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ELMO1::RET	Carcinoma, NOS
ELMO1::SCIN	Squamous cell carcinoma
ELMO1::SFTA3	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ELMO1::TNRC18	Mycosis fungoides/Sézary syndrome
ELMO2::MYBL2	Mesothelioma
ELMO2::RAE1	Adenocarcinoma
ELMO2::STAP1	Adenocarcinoma
ELMO3::PHAF1	Adenocarcinoma
ELMO3::ZDHHC1	Adenocarcinoma
ELMOD1::HPS3	Undifferentiated carcinoma, small cell
ELMOD3::TCF7L1	Adenocarcinoma
ELMOD3::TTC27	Adenocarcinoma
ELN::FADS2	Adenocarcinoma
ELN::IQCE	Germ cell tumor, NOS
ELN::METTL2A	Adenocarcinoma
ELN::METTL2B	Adenocarcinoma
ELOA::IFT140	Adenocarcinoma
ELOA::TUT4	Adenocarcinoma
ELOC::ASPH	Adenocarcinoma
ELOC::PKN2	Squamous cell carcinoma
ELOC::STAU2	Transitional cell carcinoma
ELOF1::RDH8	Adenocarcinoma
ELOVL2::ERVFRD-1	Adenocarcinoma
ELOVL2::SMOC2	Adenocarcinoma
ELOVL5::CRYL1	Adenocarcinoma
ELOVL5::FAR1	Adenocarcinoma
ELOVL5::GLO1	Adenocarcinoma
ELOVL5::HMGCLL1	Malignant melanoma
ELOVL5::PFKFB3	Adenocarcinoma
ELOVL5::SLC25A27	Squamous cell carcinoma
ELP1::CTNNAL1	Astrocytoma, grade I-II
ELP1::EPB41L4B	Adenocarcinoma
ELP1::TBC1D2	Adenocarcinoma
ELP2::GALNT1	Adenocarcinoma
ELP2::MAPRE2	Adenocarcinoma
ELP2::RPRD1A	Adenocarcinoma
ELP3::FZD3	Adenocarcinoma
ELP3::MYO5C	Squamous cell carcinoma
ELP3::PNOC	Adenocarcinoma
ELP3::RBPMS	Adenocarcinoma
ELP4::CFTR	Adenocarcinoma
ELP4::EIF3M	Squamous cell carcinoma
ELP4::FREM1	Adenocarcinoma
ELP5::ZNF614	Adenocarcinoma
EMC10::ASPDH	Squamous cell carcinoma
EMC10::MBOAT7	Adenocarcinoma
EMC1::UBR4	Adenocarcinoma
EMC2::TANK	Transitional cell carcinoma
EMC3::RHOA	Adenocarcinoma
EMC6::CEACAM19	Adenocarcinoma
EMC7::CD27	Mesenchymal tumor, NOS
EME1::ERBB2	Adenocarcinoma
EME2::CLUAP1	Adenocarcinoma
EMID1::CBY1	Adenocarcinoma
EMID1::KREMEN1	Malignant epithelial tumor, special type
EMILIN2::PAX5	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EMILIN2::PDGFB	Dermatofibrosarcoma protuberans/Bednar tumor/giant cell fibroblastoma
EMILIN2::PDGFD	Dermatofibrosarcoma protuberans/Bednar tumor/giant cell fibroblastoma
EMILIN2::SMCHD1	Adenocarcinoma
EML1::ABL1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EML1::ADAMDEC1	Squamous cell carcinoma
EML1::BASP1	Mesenchymal tumor, NOS
EML1::CCNK	Malignant epithelial tumor, special type | Adenocarcinoma
EML1::FBLN5	Astrocytoma, grade I-II
EML1::GPI	Mesenchymal tumor, NOS
EML1::SPATA7	Transitional cell carcinoma
EML1::TTLL5	Squamous cell carcinoma
EML2::DMWD	Adenocarcinoma
EML2::FBXO46	Adenocarcinoma
EML3::ATL3	Adenocarcinoma
EML3::INTS5	Squamous cell carcinoma | Mesothelioma
EML4::ALK	Oligodendroglioma | Chronic lymphocytic leukemia | Adenocarcinoma | Benign fibrous histiocytoma | Hodgkin disease, NOS | Undifferentiated round cell sarcoma | Mesenchymal tumor, special type | Mesoblastic nephroma | Diffuse large B-cell lymphoma | Nonneoplastic epithelial disorder/lesion | Peripheral T-cell lymphoma, unspecified | Acute lymphoblastic leukemia/lymphoblastic lymphoma | Astrocytoma, grade III-IV/Glioblastoma | Carcinoma, NOS | Inflammatory myofibroblastic tumor/myofibroblastic sarcoma | Follicular lymphoma | Nonneoplastic hematologic disorder/lesion | Adenosquamous carcinoma | Carcinoid tumor | Squamous cell carcinoma | Malignant epithelial tumor, special type | Mesothelioma | Malignant melanoma | Fibrosarcoma
EML4::ALK::WDR43	Adenocarcinoma
EML4::BRAF	Undifferentiated pleomorphic sarcoma | Melanocytic neoplasm, special type
EML4::CASK	Astrocytoma, grade III-IV/Glioblastoma
EML4::COX7A2L	Adenocarcinoma
EML4::EPHA3	Adenocarcinoma
EML4::MET	Squamous cell carcinoma | Adenocarcinoma
EML4::NTRK3	Mesoblastic nephroma | Fibroblastic/myofibroblastic tumor, special type | Glioma, NOS | Astrocytoma, grade III-IV/Glioblastoma | Adenocarcinoma | Fibrosarcoma | Soft tissue tumor, special type
EML4::PKDCC	Malignant epithelial tumor, special type | Adenocarcinoma
EML4::RET	Adenocarcinoma | Carcinoma, NOS
EML4::VPS54	Adenocarcinoma
EML6::ALK	Adenocarcinoma
EML6::SPTBN1	Embryonal nervous system tumor, special type
EMP1::ETV6	Adenocarcinoma
EMP1::USP6	Fibroma of tendon sheath
EMP2::BFAR	Adenocarcinoma
EMP2::NUBP1	Adenocarcinoma
EMP2::SNN	Squamous cell carcinoma
EMP2::SORL1	Squamous cell carcinoma
EMP2::TERF2	Squamous cell carcinoma
EMP2::TVP23A	Adenocarcinoma
EMP3::CKM	Malignant epithelial tumor, special type
EMSY::ACER3	Adenocarcinoma
EMSY::BBS9	Adenocarcinoma
EMSY::CAPN5	Adenocarcinoma
EMSY::CDH23	Adenocarcinoma
EMSY::LRP5	Adenocarcinoma
EMSY::MYO7A	Adenocarcinoma
EMSY::SHANK2	Adenocarcinoma
EMSY::UVRAG	Adenocarcinoma
ENAH::AEBP2	Squamous cell carcinoma
ENAH::LIN9	Malignant melanoma
ENAH::PTPN14	Adenocarcinoma
ENAH::SCCPDH	Malignant melanoma
ENAH::UCHL5	Transitional cell carcinoma
ENDOD1::BBS1	Adenocarcinoma
ENDOD1::RAB30	Malignant melanoma
ENDOD1::YAP1	Soft tissue tumor, special type
ENDOV::IKZF3	Adenocarcinoma
ENDOV::RNF213	Adenocarcinoma
ENDOV::SLC26A11	Adenocarcinoma
ENDOV::TMEM104	Adenocarcinoma
ENG::AK1	Astrocytoma, grade III-IV/Glioblastoma | Adenocarcinoma
ENG::NOL9	Adenocarcinoma
ENGASE::RBFOX3	Squamous cell carcinoma
ENGASE::TNRC6C	Adenocarcinoma
ENO1::COP1	Adenocarcinoma
ENO1::DDX27	Squamous cell carcinoma
ENO1::SIAE	Adenocarcinoma
ENO1::SNW1	Adenocarcinoma
ENO1::UTRN	Adenocarcinoma
ENO1::UVRAG	Squamous cell carcinoma
ENO2::ACRBP	Undifferentiated carcinoma, small cell
ENO2::PIANP	Adenocarcinoma
ENOSF1::PPT1	Mesenchymal tumor, NOS
ENOX1::ETFA	Meningioma
ENOX1::FNDC3A	Adenocarcinoma
ENOX1::RAD51B	Adenocarcinoma
ENOX1::TSC22D1	Adenocarcinoma
ENOX1::TYRO3	Meningioma
ENOX2::OSBPL5	Adenocarcinoma
ENOX2::SMARCA1	Adenocarcinoma
ENPP1::CDX1	Adenocarcinoma
ENPP1::INSR	Mesenchymal tumor, NOS
ENPP1::RIPPLY2	Adenocarcinoma
ENPP1::SEC63	Adenocarcinoma
ENPP5::EPYC	Adenocarcinoma
ENSA::AADACL2	Adenocarcinoma
ENSA::ARNT	Adenocarcinoma
ENSA::CTSS	Adenocarcinoma
ENSA::KLHDC9	Malignant epithelial tumor, special type
ENSA::RPRD2	Transitional cell carcinoma
ENTHD1::RNF212	Malignant melanoma
ENTPD1::CC2D2B	Adenocarcinoma
ENTPD4::PSD3	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ENTPD5::AHI1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ENTPD5::ALDH6A1	Adenocarcinoma
ENTPD5::MICU1	Adenocarcinoma
ENTPD5::NUBPL	Transitional cell carcinoma
ENTPD5::OLFM2	Malignant melanoma
ENTPD5::TSHR	Mesenchymal tumor, NOS
ENTPD6::TBC1D10B	Adenocarcinoma
ENTPD7::IDE	Astrocytoma, grade III-IV/Glioblastoma
ENTREP2::GABRG3	Transitional cell carcinoma
ENY2::NSF	Adenocarcinoma
EOGT::SYNPR	Mesothelioma
EOMES::SLC4A7	Adenocarcinoma
EP300::BCOR	Astrocytoma, grade III-IV/Glioblastoma | Leiomyosarcoma | Astrocytoma, grade I-II | Endometrial stromal sarcoma
EP300::BCORL1	Ependymoma
EP300::CARD8	Adenocarcinoma
EP300::EP300	Acute megakaryoblastic leukemia (FAB type M7)
EP300::FBLN1	Malignant melanoma
EP300::HAUS8	Transitional cell carcinoma
EP300::HOXA7	Acute megakaryoblastic leukemia (FAB type M7)
EP300::IPO5	Adenocarcinoma
EP300::KAT6A	Acute myelomonocytic leukemia (FAB type M4)
EP300::MCHR1	Transitional cell carcinoma
EP300::NXPE2	Adenocarcinoma
EP300::PAICS	Adenocarcinoma
EP300::PCBP3	Adenocarcinoma
EP300::RBX1	Adenocarcinoma
EP300::TNRC6B	Astrocytoma, grade I-II
EP300::TTC28	Squamous cell carcinoma
EP300::VGLL3	Spindle cell/sclerosing rhabdomyosarcoma
EP300::XPNPEP3	Adenocarcinoma
EP300::ZNF384	Egypt | Bilineage or biphenotypic leukemia | Acute lymphoblastic leukemia/lymphoblastic lymphoma
EP400::DPYSL5	Malignant epithelial tumor, special type | Embryonal nervous system tumor, special type
EP400::PHF1	Ossifying fibromyxoid tumor
EP400::SDHC	Adenocarcinoma
EP400::SFSWAP	Adenocarcinoma
EP400::TMPRSS12	Transitional cell carcinoma
EP400::TRIM29	Malignant epithelial tumor, special type
EP400::WHAMM	Adenocarcinoma
EPAS1::CRIPT	Squamous cell carcinoma
EPAS1::SYPL2	Adenocarcinoma
EPAS1::TMEM247	Adenocarcinoma
EPB41::ATP5IF1	Adenocarcinoma
EPB41::CFAP107	Mesothelioma
EPB41::GMEB1	Transitional cell carcinoma
EPB41::HGSNAT	Transitional cell carcinoma
EPB41::ITPR1	Malignant melanoma
EPB41::PIGV	Transitional cell carcinoma
EPB41::POLR2L	Adenocarcinoma
EPB41::PRAMEF12	Mesothelioma
EPB41::TRNAU1AP	Adenocarcinoma
EPB41::USP49	Adenocarcinoma
EPB41::YTHDF2	Malignant epithelial tumor, special type
EPB41L1::ATP9A	Transitional cell carcinoma
EPB41L1::BCL2A1	Adenocarcinoma
EPB41L1::BICD1	Adenocarcinoma
EPB41L1::CEP250	Adenocarcinoma
EPB41L1::CNBD2	Squamous cell carcinoma | Adenocarcinoma
EPB41L1::DEFB123	Adenocarcinoma
EPB41L1::GHRH	Adenocarcinoma
EPB41L1::HTR3C	Adenocarcinoma
EPB41L1::IFT52	Squamous cell carcinoma
EPB41L1::NDRG3	Adenocarcinoma
EPB41L1::NNAT	Adenocarcinoma
EPB41L1::PHF20	Malignant epithelial tumor, special type | Adenocarcinoma
EPB41L1::RBBP8	Transitional cell carcinoma
EPB41L1::ROMO1	Adenocarcinoma
EPB41L1::TGM3	Squamous cell carcinoma
EPB41L1::TUBD1	Adenocarcinoma
EPB41L2::ADGB	Mesenchymal tumor, NOS
EPB41L2::BRAF	Soft tissue tumor, special type
EPB41L2::FRMD1	Adenocarcinoma
EPB41L2::LAMA2	Squamous cell carcinoma
EPB41L2::MAP4K1	Adenocarcinoma
EPB41L2::MYLIP	Astrocytoma, grade I-II
EPB41L2::OSTM1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EPB41L2::PTPRK	Mesenchymal tumor, NOS
EPB41L2::STAT3	Adenocarcinoma
EPB41L3::LAMA1	Adenocarcinoma
EPB41L3::LRRC34	Squamous cell carcinoma
EPB41L4A::ATG10	Adenocarcinoma
EPB41L4A::MCC	Adenocarcinoma
EPB41L4A::PLAC8L1	Adenocarcinoma
EPB41L4A::REEP5	Adenocarcinoma
EPB41L4A::SCN9A	Astrocytoma, grade I-II
EPB41L4B::PTBP3	Transitional cell carcinoma
EPB41L4B::PTPN3	Adenocarcinoma
EPB41L5::FZR1	Mesenchymal tumor, NOS
EPB42::RPUSD2	Mesothelioma
EPC1::AKR1E2	Adenocarcinoma
EPC1::ARHGAP28	Adenocarcinoma
EPC1::ASXL2	Adult T-cell lymphoma/leukemia (HTLV-1+)
EPC1::BCOR	Endometrial stromal sarcoma
EPC1::DIP2C	Malignant melanoma
EPC1::EED	Endometrial stromal sarcoma
EPC1::EZH2	Endometrial stromal sarcoma
EPC1::KDM2B	Endometrial stromal sarcoma
EPC1::PHF1	Ossifying fibromyxoid tumor | Endometrial stromal sarcoma
EPC1::PTGR2	Adenocarcinoma
EPC1::QPCT	Squamous cell carcinoma
EPC1::SUZ12	Ossifying fibromyxoid tumor | Endometrial stromal sarcoma
EPC2::KIF5C	Glioma, NOS
EPC2::MBD5	Adenocarcinoma
EPC2::THSD7B	Adenocarcinoma
EPCAM::ABCG8	Adenocarcinoma
EPCAM::DLEC1	Adenocarcinoma
EPG5::RAB38	Adenocarcinoma
EPG5::ST8SIA5	Squamous cell carcinoma
EPHA10::COL8A2	Adenocarcinoma
EPHA2::ARHGEF19	Adenocarcinoma
EPHA2::CTSD	Adenocarcinoma
EPHA2::FBXO42	Adenocarcinoma
EPHA2::LSM14B	Malignant epithelial tumor, special type
EPHA2::MRPL37	Adenocarcinoma
EPHA3::ABCA9	Benign epithelial tumor, special type | Miscellaneous hematopoietic/lymphoid neoplasm, special type
EPHA4::COL4A3	Squamous cell carcinoma
EPHA5::RUFY3	Adenocarcinoma
EPHA6::CNTN6	Adenocarcinoma
EPHA6::ROS1	Adenocarcinoma
EPHA6::TOP6BL	Adenocarcinoma
EPHA6::TRMT10C	Adenocarcinoma
EPHA6::TSC22D2	Adenocarcinoma
EPHA7::PIGH	Adenocarcinoma
EPHB1::BFSP2	Astrocytoma, grade I-II
EPHB2::ASAP3	Astrocytoma, grade III-IV/Glioblastoma
EPHB2::INTS11	Astrocytoma, grade III-IV/Glioblastoma
EPHB2::MAST2	Adenocarcinoma
EPHB2::NTRK1	Astrocytoma, grade I-II
EPHB2::PDZD4	Astrocytoma, grade I-II
EPHB2::SYNC	Squamous cell carcinoma
EPHB2::ZBTB40	Adenocarcinoma
EPHB3::P2RY12	Squamous cell carcinoma
EPHB3::PAK2	Soft tissue tumor, special type
EPHB3::PAX2	Mesenchymal tumor, NOS
EPHB4::MET	Carcinoma, NOS
EPHX1::RAD51B	Adenocarcinoma
EPHX1::SEC63	Adenocarcinoma
EPHX2::BNIP3L	Adenocarcinoma
EPHX2::PTK2B	Transitional cell carcinoma
EPN1::COL1A1	Adenocarcinoma
EPN1::NOVA2	Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
EPN1::U2AF2	Squamous cell carcinoma
EPN2::AKAP10	Adenocarcinoma
EPN2::KCNJ12	Transitional cell carcinoma
EPN2::KCNJ18	Transitional cell carcinoma
EPN2::MAP2K3	Transitional cell carcinoma
EPN2::MYOCD	Multiple myeloma
EPN2::PIBF1	Mesenchymal tumor, NOS
EPN2::SLC5A10	Adenocarcinoma
EPN3::AGPAT3	Adenocarcinoma
EPN3::SEMA4G	Adenocarcinoma
EPOP::CPD	Adenocarcinoma
EPOR::LAIR1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EPPK1::ZC3H3	Adenocarcinoma
EPPK1::ZFTRAF1	Adenocarcinoma
EPRS1::C3ORF84	Adenocarcinoma
EPRS1::DNAH14	Adenocarcinoma
EPRS1::USH2A	Malignant melanoma
EPRS1::USP19	Adenocarcinoma
EPS15::BRAF	Adenocarcinoma
EPS15::C1ORF159	Malignant melanoma
EPS15::C1ORF185	Astrocytoma, grade III-IV/Glioblastoma
EPS15::C1orf159	Malignant melanoma
EPS15::CC2D1B	Transitional cell carcinoma
EPS15::CCDC18	Transitional cell carcinoma
EPS15::CCT4	Malignant epithelial tumor, special type
EPS15::KMT2A	Acute lymphoblastic leukemia/lymphoblastic lymphoma
EPS15::NTRK1	Adenocarcinoma
EPS15::OSBPL9	Squamous cell carcinoma
EPS15::PATJ	Adenocarcinoma
EPS15::TRABD2B	Astrocytoma, grade III-IV/Glioblastoma
EPS15::TTC39A	Adenocarcinoma
EPS15L1::AKAP8	Adenocarcinoma
EPS15L1::BRAF	Adenocarcinoma
EPS15L1::BRD4	Adenocarcinoma
EPS15L1::CALR3	Adenocarcinoma
EPS15L1::CIB3	Adenocarcinoma
EPS15L1::CLNS1A	Adenocarcinoma
EPS15L1::CPAMD8	Adenocarcinoma
EPS15L1::RABGAP1	Adenocarcinoma
EPS15L1::ZNF451	Astrocytoma, grade I-II
EPS15L1::ZNF473	Squamous cell carcinoma
EPS15L1::ZNF568	Malignant melanoma
EPS15L1::ZNF675	Adenocarcinoma
EPS8::A2M	Adenocarcinoma
EPS8::GYS2	Adenocarcinoma
EPS8::MED21	Squamous cell carcinoma
EPS8::PIK3C2G	Transitional cell carcinoma
EPS8::PLEKHA5	Adenocarcinoma
EPS8::PRH2	Adenocarcinoma
EPS8::RERGL	Adenocarcinoma
EPS8L2::AGPAT2	Squamous cell carcinoma
EPS8L2::B4GALNT4	Adenocarcinoma
EPS8L2::DCDC1	Adenocarcinoma
EPS8L2::RIOK1	Adenocarcinoma
EPSTI1::TSC22D1	Miscellaneous hematopoietic/lymphoid neoplasm, special type
ERAL1::DIDO1	Adenocarcinoma
ERAP2::FAM81B	Adenocarcinoma
ERBB2::ABI3	Adenocarcinoma
ERBB2::ARHGAP23	Carcinoma, NOS
ERBB2::ARL5C	Adenocarcinoma
ERBB2::CACNG4	Carcinoma, NOS
ERBB2::CASC3	Carcinoma, NOS
ERBB2::CCL23	Carcinoma, NOS
ERBB2::CDK12	Adenocarcinoma
ERBB2::CLDN7	Adenocarcinoma
ERBB2::CNIH4	Adenocarcinoma
ERBB2::CTTN	Adenocarcinoma | Squamous cell carcinoma | Transitional cell carcinoma
ERBB2::DNAJC7	Adenocarcinoma
ERBB2::GRB7	Embryonal nervous system tumor, NOS
ERBB2::IKZF3	Squamous cell carcinoma | Adenocarcinoma | Carcinoma, NOS
ERBB2::ISYNA1	Carcinoma, NOS
ERBB2::JUP	Adenocarcinoma | Squamous cell carcinoma
ERBB2::KRT38	Carcinoma, NOS
ERBB2::KRTAP4-7	Carcinoma, NOS
ERBB2::MED1	Adenocarcinoma
ERBB2::MIEN1	Carcinoma, NOS
ERBB2::NARS2	Adenocarcinoma
ERBB2::NEUROD2	Squamous cell carcinoma | Carcinoma, NOS
ERBB2::NOL12	Adenocarcinoma
ERBB2::PGAP3	Adenocarcinoma
ERBB2::PPM1D	Carcinoma, NOS
ERBB2::PPM1E	Carcinoma, NOS
ERBB2::PPP1R1B	Transitional cell carcinoma | Squamous cell carcinoma | Adenocarcinoma
ERBB2::PSMB3	Adenocarcinoma
ERBB2::PTPA	Carcinoma, NOS
ERBB2::RAD23B	Carcinoma, NOS
ERBB2::SDF4	Adenocarcinoma
ERBB2::SHC1	Carcinoma, NOS
ERBB2::SLC29A3	Adenocarcinoma
ERBB2::SLC39A11	Adenocarcinoma
ERBB2::SRCIN1	Adenocarcinoma
ERBB2::STARD3	Carcinoma, NOS | Adenocarcinoma
ERBB2::SUPT16H	Adenocarcinoma
ERBB2::TATDN1	Transitional cell carcinoma
ERBB2::TCAP	Squamous cell carcinoma | Carcinoma, NOS
ERBB2::TMEM104	Carcinoma, NOS
ERBB2::TNS4	Carcinoma, NOS
ERBB2::TSPAN11	Adenocarcinoma
ERBB2::UTP18	Carcinoma, NOS
ERBB2::WIPF2	Adenocarcinoma
ERBB2::WSB1	Adenocarcinoma
ERBB2::ZAN	Adenocarcinoma
ERBB3::COX4I2	Adenocarcinoma
ERBB3::CPB1	Adenocarcinoma
ERBB3::CRADD	Epithelioid sarcoma
ERBB3::CSN2	Adenocarcinoma
ERBB3::FOXA1	Adenocarcinoma
ERBB3::IKZF4	Adenocarcinoma
ERBB3::RPL30	Malignant melanoma
ERBB3::SUOX	Squamous cell carcinoma
ERBB4::RBM33	Adenocarcinoma
ERBB4::SDCCAG8	Adenocarcinoma
ERBB4::SLC25A10	Adenocarcinoma
ERBIN::ARL15	Malignant melanoma
ERBIN::ASXL1	Adenocarcinoma
ERBIN::MAST4	Adenocarcinoma
ERBIN::MYOM2	Transitional cell carcinoma
ERBIN::NLN	Adenocarcinoma
ERBIN::PPWD1	Adenocarcinoma
ERBIN::RASGRF2	Melanocytic neoplasm, special type
ERBIN::TMEM232	Malignant melanoma
ERBIN::TRAPPC13	Adenocarcinoma
ERBIN::ZBTB10	Adenocarcinoma
ERC1::AFDN	Adenocarcinoma
ERC1::ALK	Atypical lipomatous tumor/atypical lipoma/well-differentiated liposarcoma | Malignant soft tissue tumor, NOS
ERC1::ANKRD26	Squamous cell carcinoma
ERC1::ANO2	Undifferentiated carcinoma, small cell
ERC1::APOLD1	Adenocarcinoma
ERC1::BRAF	Adenocarcinoma
ERC1::ETV6	Adenocarcinoma
ERC1::GABRB1	Adenocarcinoma
ERC1::GPC5	Adenocarcinoma
ERC1::GRK3	Squamous cell carcinoma
ERC1::HEBP1	Squamous cell carcinoma
ERC1::METTL4	Malignant melanoma
ERC1::MRPL51	Squamous cell carcinoma
ERC1::MRPS9	Mesenchymal tumor, NOS
ERC1::PDGFRB	Myelodysplastic/myeloproliferative disease, NOS | Acute monoblastic leukemia without differentiation (FAB type M5a) | Thymus
ERC1::PHC1	Astrocytoma, grade I-II
ERC1::PIK3C2G	Adenocarcinoma
ERC1::PRKD1	Adenocarcinoma
ERC1::RET	Carcinoma, NOS | Adenocarcinoma
ERC1::ROS1	Melanocytic neoplasm, special type
ERC1::SPI1	Squamous cell carcinoma
ERC1::TACC3	Adenocarcinoma
ERC1::TOMM34	Adenocarcinoma
ERC1::UTRN	Adenocarcinoma
ERC1::VWF	Adenocarcinoma
ERC1::WNK1	Adenocarcinoma
ERC1::ZNF492	Adenocarcinoma
ERC2::ARHGEF3	Adenocarcinoma
ERC2::DNAH12	Adenocarcinoma
ERC2::ELP6	Adenocarcinoma
ERCC1::CEACAM5	Adenocarcinoma
ERCC2::MYH14	Malignant epithelial tumor, special type
ERCC2::NOVA2	Transitional cell carcinoma
ERCC2::REDIC1	Astrocytoma, grade I-II
ERCC3::MAP3K2	Adenocarcinoma
ERCC6::PREX1	Adenocarcinoma
ERCC6L2::ATP8A1	Adenocarcinoma
ERCC6L2::GTF3C4	Astrocytoma, grade I-II
ERCC6L2::IPPK	Adenocarcinoma
ERCC6L2::PTPRD	Transitional cell carcinoma
ERCC6L2::ROS1	Adenocarcinoma
ERCC6L2::SF3B1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ERCC6L2::TGFB1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ERCC6L2::TRPM6	Adenocarcinoma
ERF::CIC	Multiple myeloma
ERF::GSK3A	Astrocytoma, grade III-IV/Glioblastoma
ERF::IGH	Multiple myeloma
ERG::ABCC4	Adenocarcinoma
ERG::CDHR2	Adenocarcinoma
ERG::DUX4	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ERG::DYRK1A	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ERG::FUS	Acute lymphoblastic leukemia/lymphoblastic lymphoma
ERG::GMPR	Adenocarcinoma
ERG::KCNJ6	Adenocarcinoma
ERG::MAPK11	Squamous cell carcinoma
ERG::PLEKHH1	Adenocarcinoma
ERG::RPS18	Adenocarcinoma
ERG::SKOR2	Adenocarcinoma
ERG::SON	Adenocarcinoma
ERG::SRPK2	Adenocarcinoma
ERG::TAF8	Adenocarcinoma
ERG::TMPRSS2	Adenocarcinoma
ERG::ZNRF3	Adenocarcinoma
ERGIC1::ADGRV1	Malignant melanoma
ERGIC1::JAKMIP2	Adenocarcinoma
ERGIC1::KCNIP1	Adenocarcinoma
ERGIC1::MIEN1	Adenocarcinoma
ERGIC1::RANBP17	Squamous cell carcinoma | Adenocarcinoma
ERGIC3::MAP1LC3A	Adenocarcinoma
ERGIC3::TRMT6	Adenocarcinoma
ERI2::CRYM	Adenocarcinoma
ERI2::DNAH3	Adenocarcinoma
ERI2::LDAF1	Transitional cell carcinoma
ERI2::ZNF160	Astrocytoma, grade III-IV/Glioblastoma
ERI3::CMPK1	Adenocarcinoma
ERI3::EIF2B3	Adenocarcinoma
ERI3::HTATSF1	Adenocarcinoma
ERICH1::IYD	Squamous cell carcinoma
ERICH1::PCM1	Adenocarcinoma
ERICH1::PTPRR	Malignant melanoma
ERICH5::MATN2	Adenocarcinoma
ERLEC1::ACYP2	Adenocarcinoma
ERLEC1::CHAC2	Adenocarcinoma
ERLIN1::DOCK1	Diffuse large B-cell lymphoma
ERLIN1::HPSE2	Adenocarcinoma
ERLIN2::ADRB3	Adenocarcinoma
ERLIN2::FGFR1	Adenocarcinoma | Mesenchymal tumor, special type
ERLIN2::RAB11FIP1	Adenocarcinoma
ERMARD::GRM3	Malignant melanoma
ERMP1::BRD10	Adenocarcinoma
ERMP1::PLGRKT	Adenocarcinoma
ERMP1::RBBP8	Squamous cell carcinoma
ERN1::CPNE2	Adenocarcinoma
ERN1::DDX42	Adenocarcinoma
ERN1::EIF3C	Adenocarcinoma
ERN1::MYCBPAP	Adenocarcinoma
ERN1::SMTNL2	Adenocarcinoma
ERN1::TEX2	Adenocarcinoma
ERN1::UBC	Multiple myeloma
ERO1A::FERMT2	Adenocarcinoma
ERO1A::GPR137C	Adenocarcinoma
ERO1A::NRG1	Adenocarcinoma
ERO1A::TXNDC16	Adenocarcinoma
ERO1B::HEATR1	Adenocarcinoma
ERP27::IGF2	Adenocarcinoma
ERP29::NHSL1	Squamous cell carcinoma
ERP44::CHRDL2	Squamous cell carcinoma
ERP44::SPTLC1	Acute myeloblastic leukemia with minimal differentiation (FAB type M0)
ERRFI1::CACNA1E	Adenocarcinoma
ERRFI1::CUBN	Russia | Primitive neuroectodermal tumor/Medulloblastoma
ERRFI1::LUZP1	Transitional cell carcinoma
ERRFI1::NCF2	Adenocarcinoma
ERRFI1::VAMP3	Astrocytoma, grade III-IV/Glioblastoma
ESCO1::ABHD3	Adenocarcinoma
ESCO1::ARHGAP28	Adenocarcinoma
